state,name_y,category,latitude,longitude,class
California,Pansang's Filipino Cuisine,'Filipino restaurant',32.646685999999995,-116.9656921,0
Arizona,Berry Greens Acai & Juice Bar,'Health food restaurant',32.222168,-110.9674321,0
California,Protein Plants Cafe - Vegan Cafe,'Vegan restaurant',33.787046,-117.8684593,0
California,Tirupathi Bhimas,'Indian restaurant',37.4129264,-121.9033715,1
Texas,Cassy's Kitchen,'Soul food restaurant',29.6364773,-95.3569719,0
Louisiana,Alice's Soul Cooking,'Soul food restaurant',32.6066589,-93.3030166,0
Georgia,Sodere Sport Cafe And Restaurant,'East African restaurant',33.7864913,-84.2306334,0
Texas,The Heel of the Boot,'Southern Italian restaurant',30.266322,-97.7350602,0
California,Paradise Cuisine of India,'Indian restaurant',33.9849766,-117.7490037,0
Alabama,Hot Diggity Dog Café,'Hot dog restaurant',32.5004249,-86.36906359999999,0
Florida,Nueva Casa Latina Restaurant,'Latin American restaurant',25.9524269,-80.2928237,0
California,Lucky Bird,'Asian restaurant',37.873297,-122.268813,0
Georgia,Simply Delicious Soul Food,'Soul food restaurant',32.0816828,-81.1171801,0
North Carolina,Chele's Cafe,'Country food restaurant',35.450998,-77.681327,1
Florida,Florida Fit Meals,'Vegetarian restaurant',29.4725688,-81.17781819999999,0
California,Malis Restaurant,'Cambodian restaurant',36.7438438,-119.7456605,0
Georgia,Ilounge Taste The Difference,'Caribbean restaurant',33.9500846,-84.5240554,0
California,"HEYDAY - Organic Cafe, Coffee Bar and Bakery",'Organic restaurant',37.7915178,-122.3930303,0
Texas,Healthy Essentials Cafe with Healthy Meals To Go,'Health food restaurant',33.5200996,-101.923912,0
South Carolina,Goji Asian Kitchen,'Asian restaurant',34.2400535,-80.66108659999999,0
California,Papa Pho and Grill,'Filipino restaurant',37.7116363,-120.9951909,0
Florida,Bezerk Nutrition,'Health food restaurant',28.6714526,-81.46914819999999,0
Arizona,Veggie Village,'Vegetarian restaurant',33.6268709,-111.8931338,1
Louisiana,St. Roch Market,'Food court',29.9693909,-90.0521636,0
Florida,David's Cafe Cafecito,'Cuban restaurant',25.7880664,-80.1406686,0
Georgia,Alpine Bakery & Pizzeria/ Crabapple,'Bakery',34.083601,-84.355589,0
Georgia,Lazeez Tava Fry,'Indian restaurant',33.8849533,-84.19279,0
California,Spark Social SF,'Food court',37.7707754,-122.3915758,0
Texas,Sushi Hi,'Meal delivery',30.3618075,-97.7154125,0
Florida,Raglan Road Irish Pub,'Irish restaurant',28.3711664,-81.5176381,0
Florida,Hometown Desserts,'Dessert restaurant',27.531372,-82.7328241,0
Florida,Hong Kong Wok,'Chinese takeaway',26.720603,-80.11403299999999,0
Florida,Cheddar's Scratch Kitchen,'Traditional American restaurant',28.0026789,-81.9575303,0
Texas,Cheddar's Scratch Kitchen,'Traditional American restaurant',29.5782334,-98.3163657,0
California,Pono Hawaiian Grill,'Hawaiian restaurant',36.9735585,-121.9684641,0
Florida,Ohana Cafe,'Organic restaurant',28.0198076,-82.7653232,0
Florida,Clean Eatz,'Health food restaurant',30.1480929,-81.7558155,0
Texas,Kabob House,'Persian restaurant',32.6986847,-97.1238133,0
Florida,Chef Lins Asian Buffet,'Asian restaurant',27.6358757,-80.3888626,0
California,Born Korean BBQ,'Korean barbecue restaurant',34.0074141,-117.8200367,0
Alabama,1918 Catering,'Catering food and drink supplier',33.464827,-86.826235,0
Florida,Iceberg Rolls,'Sundae restaurant',25.876132,-80.3157038,0
California,Passion-T Snacks & Desserts,'Dessert restaurant',37.3106914,-121.8497072,0
Texas,The Melting Pot,'Fondue restaurant',32.953572,-96.8279818,1
Georgia,Capers on the Square,'Greek restaurant',34.533001,-83.98511789999999,0
Florida,Café de France,'French restaurant',28.5937864,-81.3505127,0
Texas,The Melting Pot,'Fondue restaurant',32.953572,-96.8279818,0
Tennessee,Ruby Sunshine,'Brunch restaurant',35.965682,-83.9202794,1
Texas,Taco Diner,'Taco restaurant',33.0763592,-96.8217399,0
California,Hansung BBQ,'Korean barbecue restaurant',37.3509227,-121.9750415,0
California,Philly's Best,'Cheesesteak restaurant',33.8857199,-117.8632694,0
Arizona,Kon Tiki Restaurant & Lounge,'Hawaiian restaurant',32.222211,-110.893799,0
Texas,Le Politique,'French restaurant',30.2655226,-97.7490718,0
South Carolina,Ruby Lee's South,'Soul food restaurant',32.1573944,-80.7607116,0
New Mexico,Filling Philly's,'Cheesesteak restaurant',35.1086457,-106.5673689,0
California,Gomen,'Ramen restaurant',33.8032542,-118.0084442,0
Georgia,Raku Tonkatsu Ramen,'Ramen restaurant',33.9701806,-84.1438022,0
California,Hino Oishi,'Teppanyaki restaurant',36.8116397,-119.7344182,1
Texas,Cheddar's Scratch Kitchen,'Traditional American restaurant',29.5782334,-98.3163657,1
Georgia,Swapna Indian Cuisine,'Modern Indian restaurant',33.8879124,-84.4728219,0
Louisiana,Golden Corral Buffet & Grill,'Takeout restaurant',30.1894511,-92.0757465,0
Tennessee,Ruby Sunshine,'Brunch restaurant',35.965682,-83.9202794,0
Georgia,Blue India,'Indian restaurant',33.7796036,-84.3838909,0
Texas,Colwell's,'Soul food restaurant',29.8460248,-95.3426432,0
California,Himmel Haus,'German restaurant',38.9372728,-119.9408675,0
Florida,Manna Korean BBQ Restaurant,'Asian fusion restaurant',26.1870667,-80.2511778,0
Texas,Desi Tadka,'Indian restaurant',29.589511,-95.675059,0
Florida,83 West & 29 North at 83 West,'Floridian restaurant',29.1352981,-83.0298431,0
Florida,Hot Dog Heaven,'Hot dog restaurant',28.555328,-81.31553,0
Texas,3 Parrots Taco Shop,'Taco restaurant',32.8656571,-97.4266436,0
California,Hino Oishi,'Teppanyaki restaurant',36.8116397,-119.7344182,0
Florida,Fritanga Las Piedrecitas,'Nicaraguan restaurant',25.868625,-80.331211,0
Arizona,Manzanita Restaurant,'German restaurant',34.717174,-111.901106,1
California,tacos la calle,'Taco restaurant',33.837982,-117.9941784,0
California,Lukshon,'Southeast Asian restaurant',34.0303052,-118.3845538,0
Texas,Szechwan Wok,'Sichuan restaurant',29.7754981,-95.1869729,0
Texas,The Jerk Shack,'Jamaican restaurant',29.4308275,-98.5480472,0
Texas,Sleepy's Po-Boys,'Po’ boys restaurant',29.6796663,-95.42504,0
Florida,Gumbo Ya Ya's,'Cajun restaurant',30.2884129,-81.43880419999999,0
Georgia,Soul Temptation Restaurant,'Soul food restaurant',33.6178044,-84.2432772,0
Florida,EJ's Bayfront Cafe,'Brunch restaurant',26.1433888,-81.7892552,0
Louisiana,Dwyer's Cafe,'Brunch restaurant',30.2265444,-92.0171747,0
Florida,The Egg & I,'Brunch restaurant',27.8932003,-82.3146423,0
South Carolina,Bimini's Oyster Bar & Seafood Market,'Oyster bar restaurant',33.777481,-78.790863,1
Georgia,Gokul Sweets,'Indian restaurant',34.0207555,-84.1624763,0
California,L'Atelier Cafe,'French restaurant',33.821826699999995,-116.545841,0
Florida,Arbetter`s Hotdogs,'Hot dog restaurant',28.3765831,-80.74038039999999,0
South Carolina,Village of India,'Indian restaurant',34.0967764,-80.9235111,0
Florida,Rodie's,'Pancake restaurant',28.138011,-82.756277,0
North Carolina,SpeedWaiter,'Meal delivery',35.0438581,-78.92469659999999,0
North Carolina,Savorez,'Latin American restaurant',34.2377545,-77.9447343,0
Florida,Cheddar's Scratch Kitchen,'Traditional American restaurant',28.0026789,-81.9575303,1
Florida,El Carbonero,'Salvadoran restaurant',26.6162348,-80.0627256,0
Texas,Bety's Bakery and Restaurant,'Salvadoran restaurant',29.6712106,-95.2075851,0
Louisiana,Union Ramen Bar,'Ramen restaurant',29.9317953,-90.0738372,0
Florida,Pepo's Cuban Cafe,'Cuban restaurant',27.8631172,-82.63843539999999,0
Tennessee,Kobe,'Asian fusion restaurant',36.104664,-86.670694,0
South Carolina,Bimini's Oyster Bar & Seafood Market,'Oyster bar restaurant',33.777481,-78.790863,0
Texas,Iekei,'Ramen restaurant',29.9354926,-95.2503686,0
Florida,La Lechonera El Barrio,'Nuevo Latino restaurant',28.5471128,-81.3102864,0
Florida,Nilsa's Puerto Rican Bistro,'Puerto Rican restaurant',28.031923,-82.41660399999999,0
California,Misky Misky Cocina Peruana,'Peruvian restaurant',34.073896,-117.873311,0
Florida,La Lechonera,'Latin American restaurant',27.9978174,-82.4842039,0
South Carolina,Zorba's Greek Restaurant,'Greek restaurant',34.0579039,-81.1637021,0
California,E. Waldo Ward & Son Marmalades,'Food manufacturer',34.1646948,-118.0470174,0
Texas,Bimbo Bakeries-Sara Lee USA,'Wholesale bakery',32.9109566,-96.4120972,0
Georgia,John Soules Foods,'Food products supplier',34.276045,-83.833721,0
California,"Weee! Asian & Hispanic Groceries, Delivered.",'Grocery delivery service',37.4745554,-121.9438045,0
Louisiana,The Commissary - Market + Eatery,'Fresh food market',29.9320831,-90.0678346,0
California,CJ Foods Manufacturing Beaumont Corp.,'Food manufacturer',33.926769199999995,-116.9954757,0
California,Pars Restaurant,'Persian restaurant',34.1870222,-118.5362944,0
California,M & J Seafood,'Seafood wholesaler',33.906589,-118.1779326,0
Florida,El Embajador Colombiano,'Colombian restaurant',28.0175481,-82.485102,0
North Carolina,Tar Heel Fish House Inc.,'Seafood market',34.7292929,-78.8261619,0
Florida,Savor 100x35,'Delivery Restaurant',27.034129,-82.204746,0
Florida,Pier 5 Market,'Seafood market',25.7773554,-80.1855724,0
Tennessee,Tribe Talent Management,'Modeling agency',36.0770213,-86.7593218,0
California,Modesto Restaurant Equipment,'Restaurant supply store',37.6376133,-121.0019648,0
Georgia,Costco Food Court,'Takeout Restaurant',33.947531399999995,-84.14270739999999,0
Mississippi,Mississippi Food Network,'Food bank',32.2857503,-90.1940594,0
North Carolina,Saru Restaurant,'Asian restaurant',35.1069074,-80.63249259999999,0
Tennessee,The Five Point Square,'Organic restaurant',35.1590086,-84.8743418,0
Arizona,Frito-Lay Inc,'Food products supplier',32.9021837,-111.7930137,0
California,"Prep And Save (Upland, CA store)",'Food products supplier',34.0988292,-117.6893799,0
Florida,SDI Specialty Foods,'Food store',25.8347854,-80.25372039999999,0
Oklahoma,City Restaurant Supply,'Restaurant supply store',35.5042584,-97.5652232,0
California,Gate Gourmet,'Catering food and drink supplier',32.7568588,-117.2092056,0
California,Taylor Fresh Farm Foods Shipping Dept,'Food manufacturing supply',36.6535042,-121.6217688,0
Florida,Sunflower Health Foods,'Health food store',30.1813509,-82.66363989999999,0
California,H Salt Fish & Chips,'Fish & chips restaurant',33.8888878,-117.5636359,0
South Carolina,LeGrand Bakery,'Bakery',34.8267534,-82.3981168,0
California,Bamboo Garden Restaurant,'Shanghainese restaurant',37.6008369,-122.3920923,0
Oklahoma,Seaboard Foods Processing Plant,'Food processing company',36.707355,-101.4454829,0
Florida,Coral Springs Delivery Dudes,'Delivery Restaurant',26.2650479,-80.2306005,0
Florida,CitySpree,'Delivery Restaurant',30.6395966,-87.21029399999999,0
Georgia,Summer Memory Station,'Dessert restaurant',33.96092,-84.1340089,0
California,Aki's Food To Go & Oriental,'Food products supplier',37.8023778,-121.2164806,0
California,Mochi Factory,'Dessert restaurant',37.59989,-122.3894478,0
South Carolina,Duke Food Productions,'Food manufacturer',34.766001,-82.4855199,0
California,Olde Thompson,'Food manufacturer',34.2038705,-119.1305229,0
Louisiana,Dr Gumbo's New Orleans Cuisine,'Frozen food manufacturer',30.3794224,-90.0512239,0
California,Mizkan America,'Food service',34.0914664,-117.5860862,0
Florida,Shrimp House,'Seafood market',30.4158765,-81.54128779999999,0
Georgia,Lake Foods,'Food processing company',34.3374214,-82.9656143,0
Georgia,Zahra's Kitchen,'Indian restaurant',33.908145,-84.4881302,0
Texas,Coreanos,'Asian fusion restaurant',29.7497264,-95.3772903,0
Florida,EL GRAN SABOR LATINO,'Honduran restaurant',28.5033103,-81.31252429999999,0
Oklahoma,Mission 405 Food Pantry,'Food bank',35.442617299999995,-97.5397295,0
California,"Corners of the Mouth, Health Food Store",'Health food store',39.3059195,-123.7993621,0
Georgia,18.21 Bitters,'Food products supplier',33.7730898,-84.36587519999999,0
Texas,Pastel Pizza,'Latin American restaurant',29.7363299,-95.4761689,0
Arizona,Tucson Food Tours,'Food and beverage consultant',32.221363,-110.962854,0
Texas,L & L Seafood,'Seafood wholesaler',29.8974168,-95.4093842,0
Texas,Pilgrim's Pride Corporation,'Food processing company',31.6095027,-97.1259155,0
Florida,Kermit's Key West Key Lime Shoppe,'Food products supplier',29.062142,-81.29980599999999,0
Georgia,Shell Food Mart,'Food',33.7044792,-84.1695785,0
Florida,Hallandale Food Pantry,'Food bank',25.9818786,-80.1544771,0
California,CAL-ORE PRODUCE,'Food producer',41.9970439,-121.5141751,0
Tennessee,Dejavu Restaurant,'Cajun restaurant',35.1220585,-90.0617738,0
Florida,Heath's Natural Foods Inc,'Health food store',29.0290576,-80.89833589999999,0
North Carolina,Cape Fear Coast Seafood Restaurant,'Seafood market',34.296405199999995,-77.7931206,0
Georgia,Mi Pilon,'Dominican restaurant',33.940902699999995,-84.20922089999999,0
California,Rice King,'Asian fusion restaurant',33.0404945,-116.8705087,0
Florida,McManus Seafood & More,'Seafood market',27.4492972,-80.35028229999999,0
Florida,Diet Alert Center,'Health food store',30.3804049,-81.6504765,0
Arizona,Willow Creek Restaurant,'Fine dining restaurant',34.585877,-112.479031,0
Texas,K L Grocery and Fast Food,'Food products supplier',29.8181739,-95.3292717,0
South Carolina,BJU Dining Common,'School lunch center',34.8773141,-82.3614954,0
Florida,Wild Roots Organic Foods,'Organic restaurant',30.3602273,-87.1650793,0
Georgia,Willing Helpers Food Pantry,'Food bank',33.591998,-83.8829219,0
California,Pupuseria La Paz,'Salvadoran restaurant',37.9585745,-122.3563366,0
Arkansas,Soul Food,'Soul food restaurant',34.948582,-92.0613409,0
North Carolina,"The Elderberry Lady, LLC",'Health food store',35.846743,-78.6913184,0
Georgia,Open Hands United Christian Ministry,'Food bank',33.5723868,-85.0587165,0
Florida,Mizette Lebanese Grill,'Lebanese restaurant',28.0453628,-82.7377206,0
North Carolina,Carolina Restaurant Supply,'Restaurant supply store',36.0787308,-79.5096818,0
Tennessee,Irie Mystic Jamaican Kitchen,'Jamaican restaurant',36.5598985,-87.39993659999999,0
Arkansas,Tyson Foods Inc.,'Food products supplier',34.9042975,-94.1026134,0
California,Mariscos-Land,'Latin American restaurant',33.9434286,-117.4527885,0
Georgia,Atlanta Restaurant Equipment,'Restaurant supply store',33.9239481,-84.139185,0
Florida,Gelato Fiasco,'Dessert restaurant',28.5154162,-81.3775647,0
Florida,Legend's Beach Cafe,'Caribbean restaurant',29.4812013,-81.1280074,0
California,Tamarind Of LA,'Indian restaurant',34.039881099999995,-118.2550554,0
Texas,Taco USA,'Taco restaurant',30.1398799,-95.4708199,0
Texas,Austin Express Couriers,'Delivery service',30.3460258,-97.7126418,0
California,tacos super gallito,'Taco restaurant',33.9176215,-118.0339433,0
Florida,L'Eden Cafe & Bar,'French restaurant',27.948266,-82.4593123,0
California,Omani Tofu Korean BBQ Restaurant,'Korean barbecue restaurant',34.016388899999995,-117.7455556,0
Tennessee,Puertorican smoke,'Puerto Rican restaurant',36.1396332,-83.2799148,0
Alabama,Bunge,'Food processing company',34.605888799999995,-86.9655373,0
Florida,Jammin Caribbean Cuisine,'Jamaican restaurant',26.2866246,-80.27338089999999,0
Louisiana,The Halal Guys,'Halal restaurant',32.443283,-93.730399,0
California,Vinh Thai Restaurant Supplies,'Restaurant supply store',33.7592278,-117.9451978,0
California,Richard Bagdasarian Inc,'Food producer',33.578506,-116.081584,0
California,Muskaan Cuisine of India,'Indian restaurant',37.792498,-122.393139,0
Texas,Food4U Food Pantry of Childress,'Food bank',34.4338798,-100.2179031,0
California,Interfaith Community Support,'Food bank',34.023377,-117.038495,0
Florida,Caribbean Cove Restaurant & Lounge,'Caribbean restaurant',28.356159,-80.735783,0
Louisiana,Deville Livestock Supply,'Food production',31.324667,-92.4199079,0
Georgia,Sunshine Seafood Market,'Seafood market',33.7058261,-84.45772439999999,0
Louisiana,New Orleans Fish House Inc,'Seafood wholesaler',29.9588378,-90.097841,0
Florida,Wings of Eagles International Food Bank,'Food bank',28.148724,-81.8966848,0
South Carolina,Food Bank,'Food bank',34.6958373,-79.8822572,0
Texas,Spirit Of Sharing Food Pantry,'Food bank',32.3471406,-97.3955496,0
Texas,Love And Care Ministries,'Food bank',32.4048715,-99.4907144,0
Texas,Tito Adobo,'Delivery Restaurant',30.3077609,-97.7534014,0
Georgia,Georgia Mountain Food Bank,'Food bank',34.2481963,-83.8147841,0
California,Delta Soul,'Food court',38.2604193,-122.0522891,0
Texas,Southeast Texas Crawfish Farm,'Seafood farm',29.9040007,-94.2969475,0
Texas,The Pantry & More Inc.,'Food bank',32.2078767,-98.1739216,0
California,Bambū,'Dessert restaurant',34.0929669,-118.1311724,0
Louisiana,Bayou Shrimp Processors Inc.,'Seafood market',29.949006,-91.982313,0
North Carolina,Inter-Faith Food Shuttle,'Food bank',35.7692375,-78.66606139999999,0
North Carolina,Bread Inc,'Food bank',35.261826,-81.1831419,0
Florida,Papi's Cuban Kitchen,'Cuban restaurant',27.8544875,-82.27262139999999,0
Florida,Tama's Restaurant & Bakery,'Haitian restaurant',28.5780183,-81.468852,0
California,Krispy Krunchy Chicken,'Fried chicken takeaway',37.8062838,-122.2742768,0
New Mexico,Rad[ish],'Health food store',35.083321999999995,-106.651974,0
Arkansas,Sage V Foods,'Food products supplier',34.7054871,-92.2067594,0
Louisiana,American Seafoods Inc,'Seafood wholesaler',29.9889236,-90.0695872,0
Georgia,Vidalia Fish & Ice,'Seafood market',32.2067306,-82.38341559999999,0
California,Stremick's Heritage Foods,'Food manufacturer',33.7587212,-117.9236186,0
California,Red Ribbon,'Bakery',37.4160687,-121.8990251,0
Texas,King Lou's Soul Food and Barbeque,'Delivery service',29.4814306,-98.5144044,0
California,Choe Kang Jip,'Korean restaurant',34.0633291,-118.2973745,0
Alabama,Cajun Craze Crawfish,'Cajun restaurant',33.241395,-87.589075,0
California,Food Bank-Santa Barbara,'Food bank',34.4392612,-119.7774377,0
Tennessee,Mt Juliet Help Center,'Food bank',36.2169113,-86.5149078,0
Mississippi,Eclipse Nutrition Pearl,'Health food store',32.2837026,-90.1134762,0
Florida,Nature's Garden of Naples,'Health food store',26.1721417,-81.800792,0
Louisiana,Happy Donuts,'Donut shop',30.0146779,-93.21231,0
Texas,Noodle & Rice,'Asian fusion restaurant',32.9853209,-96.9108886,0
Florida,G.S. Gelato,'Frozen food manufacturer',30.4685101,-86.64942359999999,0
Texas,Renfro Foods Inc.,'Food manufacturer',32.7409554,-97.3183899,0
California,Farmstead,'Grocery delivery service',37.60755,-122.1280146,0
Arkansas,Candy Craze,'Food',35.8232079,-90.6624843,0
California,Toro Kitchen,'Restaurant supply store',34.2123861,-118.5981353,0
Alabama,Big Save Seafood,'Seafood market',30.6458333,-88.08944439999999,0
California,Modesto Fish Co,'Seafood wholesaler',37.5557678,-120.7825386,0
Oklahoma,San Mao Asian Store,'Grocery delivery service',35.201268899999995,-97.424063,0
Louisiana,Zapp's Potato Chips Inc,'Food producer',30.0750815,-90.7023231,0
Tennessee,Half Hill Farm,'Health food store',35.826861,-86.069965,0
North Carolina,Verde,'Vegan restaurant',35.0530905,-80.84716329999999,0
California,Palmdale Saves,'Food bank',34.5754918,-118.1116093,0
Florida,El Progreseño Restaurante,'Spanish restaurant',28.025107,-82.46313099999999,0
California,ORIGIN CAFÉ,'Kosher restaurant',34.0532761,-118.3769608,0
California,Hot Dog Bar,'Hot dog restaurant',32.713113,-117.16045,0
Florida,The Diamond Agency,'Modeling agency',28.758186,-81.367699,0
Tennessee,Firehouse,'Food delivery',35.5644875,-89.3034971,0
Florida,Tampa Bay Fisheries,'Food products supplier',27.9912923,-82.23632119999999,0
Texas,Farmhouse Delivery Inc.,'Grocery delivery service',30.3812363,-97.7227474,0
Alabama,The Fish Market - Birmingham,'Food and drink',33.5078742,-86.7979407,0
Georgia,Mission Foods - Atlanta,'Food manufacturer',34.150211299999995,-83.6615447,0
Tennessee,The Sherpa Kitchen,'Food court',35.9252891,-84.0382198,0
Arkansas,Yellville Area Food Closet,'Food bank',36.2377657,-92.6501651,0
Texas,John B. Sanfilippo & Son Inc.,'Food manufacturer',29.5912855,-98.3011592,0
Florida,Urban Corner- Asian Fusion,'Asian fusion restaurant',30.3135345,-81.6808487,0
Arkansas,Petit Jean Meats,'Food processing company',35.1714134,-92.7120132,0
Louisiana,Berthelot Crawfish Company,'Seafood market',30.4151304,-91.1392939,0
North Carolina,Oak Island Butcher Shop And New York Deli,'Butcher shop deli',33.912579099999995,-78.1094499,0
South Carolina,Fort Jackson Floral,'Flower delivery',34.0087705,-80.9335711,0
Florida,The Captain Ship Seafood Market and Eatery,'Seafood market',28.0202556,-82.1580262,0
California,Real Soda In Real Bottles Ltd,'Food and drink',33.9050369,-118.3163909,0
Florida,Stuart Delivery Dudes,'Delivery service',27.201752,-80.26065849999999,0
Texas,Philippine House Restaurant,'Filipino restaurant',33.870923,-98.5334597,0
North Carolina,Sea Mist Fresh Seafood Co.,'Seafood market',35.0454686,-78.8535215,0
Texas,Star Delivery Services Inc,'Delivery service',32.7843735,-97.0569957,0
Texas,The Really Really Good Jerky Company,'Food broker',32.2985435,-100.3388036,0
Georgia,Family Jerk Restaurant,'Jamaican restaurant',33.9334739,-84.5594761,0
California,Kariya Shabu Shabu BBQ,'Taiwanese restaurant',33.859716299999995,-118.0720383,0
Florida,Cypress Food Store Inc,'Wholesale food store',26.227386,-80.1228539,0
South Carolina,Inlet Affairs,'Catering food and drink supplier',33.5589004,-79.0326536,0
Texas,Forney Food Pantry,'Food bank',32.7542371,-96.4562412,0
Louisiana,Reinhart Foodservice L.L.C.,'Food products supplier',32.4495287,-93.7708256,0
Texas,Costco Food Court,'Food court',33.0243022,-96.8310646,0
Alabama,Sakura Hibachi &Sushi Bar,'Japanese regional restaurant',34.748531199999995,-87.66693769999999,0
California,Pink's Hot Dogs,'Hot dog restaurant',33.9158195,-117.8860293,0
California,Wolfgang Puck Restaurant - Gelson’s Market,'Southern Italian restaurant',34.1471758,-118.6130998,0
New Mexico,El Flamenco Cabaret,'Spanish restaurant',35.6885122,-105.9402915,0
North Carolina,J C's Kitchen,'Soul food restaurant',35.9901691,-78.8926745,0
Georgia,La costa,'Honduran restaurant',33.9069221,-84.2321097,0
Florida,West Mowry Restaurant,'Haitian restaurant',25.469387,-80.4830114,0
California,Costco Food Court,'Takeout Restaurant',32.8116089,-115.573427,0
Florida,UPTOP JAMAICAN RESTAURANT & LOUNGE,'Jamaican restaurant',25.5938562,-80.3641061,0
North Carolina,Nina's Good Eats Bakery and Coffee,'Bakery',36.1492185,-81.1522193,0
North Carolina,R W Garcia Corporation,'Food store',35.5418659,-81.2272641,0
New Mexico,Hot Shot Services Albuquerque,'Delivery service',35.1611139,-106.5972866,0
Arizona,The Tree of Oil,'Health food store',33.4655074,-112.3566187,0
Texas,Midway Restaurant Supply,'Restaurant supply store',32.2600975,-95.2407836,0
California,Heartland Cafe & Mart,'Organic food store',34.0171429,-117.8498383,0
South Carolina,Kaleen's Homemade Favorites & gifts,'Bakery',34.1743144,-79.81221939999999,0
Florida,Amazon Grill,'Brazilian restaurant',26.5712996,-81.87096319999999,0
California,Kara's Cupcakes,'Bakery',37.7951105,-122.3973137,0
California,Tawara,'Authentic Japanese restaurant',37.7620451,-122.4192406,0
Georgia,D&M Hispanic Restaurant,'Dominican restaurant',31.8401734,-81.5999114,0
Texas,Gourmet Foods International,'Food products supplier',30.2089881,-95.4499374,0
Tennessee,Al Baraka Bakery & Deli,'Bakery',35.01968,-85.24051659999999,0
South Carolina,Wicked Inlet Seafood LLC,'Seafood market',33.5560231,-79.0335417,0
California,Tortas Brabras,'Latin American restaurant',33.9583425,-118.1402078,0
Alabama,CHUY'S LATIN FOODS AND PIZZERIA,'Latin American restaurant',31.31667,-85.711373,0
California,Initiative Foods,'Food manufacturer',36.689593,-119.548917,0
North Carolina,Mitchell Seafood,'Seafood wholesaler',34.5644558,-77.3898719,0
Florida,The Blend Bistro,'Health food restaurant',26.8491173,-80.0940164,0
New Mexico,Labatt Food Service,'Food products supplier',35.080729,-106.7159,0
California,Wawona Frozen Foods Inc,'Frozen food manufacturer',36.7188331,-119.7551343,0
Florida,Las Vegas Cuban Cuisine,'Cuban restaurant',25.745692,-80.39014,0
California,Twin Dragon,'Asian fusion restaurant',33.782497,-117.8924934,0
Florida,La Alegria Dominican Rest.,'Dominican restaurant',28.3041345,-81.4374916,0
Arkansas,TC's Snack Shack,'Food court',35.2669792,-93.1337944,0
Oklahoma,The Beef Jerky Emporium,'Food products supplier',35.666418799999995,-97.4940704,0
South Carolina,Dixie Supply Bakery & Cafe,'Bakery',32.7802778,-79.9280556,0
North Carolina,Sun River Services,'Food products supplier',35.6986012,-77.92009329999999,0
Florida,Townsend Seafood Market,'Seafood market',30.3536807,-81.5777623,0
California,Del Monte Fresh Produce Co,'Food products supplier',36.69046,-119.553031,0
Georgia,Sweet Sesame Ice Cream and Dessert,'Dessert restaurant',33.9662283,-84.13330239999999,0
California,American Supply Co,'Restaurant supply store',36.679295,-121.659646,0
California,Kumino Restaurant,'Asian fusion restaurant',37.4107154,-122.0938292,0
Texas,Moncla's Catering,'Catering food and drink supplier',30.038427,-94.110877,0
California,California Homemades,'Vegan restaurant',33.1214122,-117.0823544,0
Texas,"Cafe De Manila US, LLC",'Filipino restaurant',32.9441548,-96.6836182,0
North Carolina,Zaaki Grill,'Greek restaurant',34.0397081,-77.8944846,0
California,Sunfare,'Delivery Restaurant',34.046988,-118.226466,0
California,Mother India Express,'Indian restaurant',38.5600231,-121.4223207,0
Florida,Beltram Foodservice Group,'Restaurant supply store',27.9534011,-82.37764,0
Texas,Georgia's Farm to Market,'Health food store',29.7834928,-95.5179375,0
Florida,A Taste Of My Island,'Spanish restaurant',28.2314517,-82.18007279999999,0
Arizona,Dave's Dog House,'Hot dog restaurant',33.4185896,-111.9363254,0
North Carolina,Kingdom Cafe,'Soul food restaurant',35.9599088,-79.940876,0
Arizona,Mountain View Community Church Food Bank,'Food bank',32.9850654,-112.1139984,0
California,Aloha Poke,'Hawaiian restaurant',34.1904354,-118.6032515,0
California,The Square Dot,'Asian restaurant',34.0777167,-118.1350861,0
South Carolina,Taylor's Soul Food & Kitchen,'Soul food restaurant',34.7019884,-81.2120183,0
Texas,STAT Overnight Delivery,'Delivery service',32.7463,-97.3422881,0
California,The Royal Highness,'Delivery service',33.7974908,-117.9612647,0
Texas,The Cuban Way,'Cuban restaurant',33.0871101,-96.6694477,0
Texas,God's Open Hands,'Food bank',32.3084619,-95.4823765,0
California,Goku Korean BBQ & Hot Pot,'Hot pot restaurant',37.269257,-121.9066381,0
North Carolina,Boudreaux's Louisiana Kitchen,'Cajun restaurant',35.2476996,-80.804279,0
California,Hog Island Oyster Co,'Oyster bar restaurant',38.3019322,-122.2817538,0
Florida,Origami Korean-Japanese Restaurant,'Korean restaurant',26.548676,-81.80783629999999,0
Florida,83 West & 29 North at 83 West,'Floridian restaurant',29.1352981,-83.0298431,1
Florida,La Lechonera El Barrio,'Nuevo Latino restaurant',28.5471128,-81.3102864,1
Texas,Lankford's Grocery & Market,'Traditional American restaurant',29.7500132,-95.3838933,0
California,Venita Rhea's,'Brunch restaurant',38.797555,-121.214145,0
Florida,Negril Restaurant,'Jamaican restaurant',28.548348,-81.540088,0
Texas,Kura Revolving Sushi Bar,'Conveyor belt sushi restaurant',29.7397171,-95.3788258,0
Florida,Café de France,'French restaurant',28.5937864,-81.3505127,1
Florida,Ali's Sweet Treats,'Vegan restaurant',25.7023655,-80.3828941,0
Florida,Randy's Restaurant & Lounge,'Haitian restaurant',25.8975027,-80.21148409999999,0
